,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,district_size,community_type,property_wealth,tax_rate,rating
4672,6.514847565730664,3457.5317413378834,95.4910914605616,1.9752408617421284,84.98615546735815,88.90991157252721,160.88121947415468,42.8188596980859,15.498033519942677,1344.089085394384,19.87624389483094,46999.72852314443,9.055457302808009,33573235.181613795,10060.648408756899,38.91866176748442,47.31299984403422,13.819823145054416,14669083.899627764,4399.923320103722,"1,600 to 2,999",Non-metropolitan Stable,"$441,532 to < $469,944",$1.1398 to under $1.2401,Improvement Required
4673,3.0,295.0218997814789,95.77725999663814,0.0,98.28163995293392,100.0,13.841100050427947,66.2698245335415,0.0,-1.0,18.405755019330712,36960.694179257305,9.932874978988355,4271945.969297546,14368.983195562341,46.67669984871616,39.595085202552255,13.797529947891121,1778522.4479103952,5983.314239956434,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4674,1.0,119.68502256997306,94.83550266736046,6.632498974092133,87.80550677099193,94.87951579898115,12.324989740921337,40.68694295952263,9.174468607219293,886.1072628778127,-1.0,40341.22478483429,9.54050882280765,1722405.25490219,14273.612310619455,49.434082893355594,44.503922851728454,6.061994254915949,727940.2731286373,6060.04915903049,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4675,1.0,159.17245057150728,96.20352148692976,0.05810453434097873,99.70595584136535,92.3,11.0,45.978922222446855,19.64785130702437,20.95647100703036,20.936613235264385,36292.57268752653,7.289797916708785,1865104.1834014633,12471.645718159602,55.01796981214683,33.22252728754536,11.663024387237558,1018946.316162985,6809.190058006156,Under 500,Rural,"$369,248 to < $393,190",Under $1.1461,Improvement Required
4676,1.0,114.10863682153776,96.41295809271928,3.2524869933626674,83.5404446093465,92.41086368215377,11.01439788079919,72.97355973518464,0.2620414305452883,1228.0458426434082,17.437434490077898,39481.553608486975,12.3,1952707.9838668022,15066.131000774785,61.47617822512696,29.07133478151038,9.551047205282748,871824.8298085125,6729.200322108354,Under 500,Rural,"$285,930 to < $307,766",Under $1.1398,Improvement Required
4677,4.327956284570924,1532.5213989702095,95.23602185771455,2.8887081975989406,84.99839999235209,90.76507102801236,76.53766118630489,50.54140764446416,9.773123494175161,1231.7850928092478,17.11774426091595,45072.02496288663,9.483868853712773,18054223.285313826,11702.762186536245,44.49839999235209,41.108598909026256,14.49300109862166,7546407.651501226,4889.306491779457,"1,600 to 2,999",Non-metropolitan Stable,"$312,844 to < $324,855",$1.2365 to under $1.3593,Improvement Required
4678,2.9674478182176482,277.50455881762645,95.50325521817824,0.0,94.41302087271295,99.86490844560323,18.04882827267353,28.355014699389102,0.0,17.278050070790414,19.658202091285307,35326.87197727902,8.16582020912853,4167100.9899952477,13979.822846570965,34.24882827267353,56.24140607279176,9.511393263623823,1535627.6561628692,5151.826162276221,Under 500,Rural,"$666,628 to < $1,678,318",$1.1251 to under $1.2365,Improvement Required
4679,1.0,117.29445326351586,94.5529808402337,6.741161215294733,87.08833597905476,93.2061172844611,13.411612152947336,46.72856357038719,12.49953318801885,1176.0181224063492,-1.0,39834.42409186536,8.60601354846529,1725063.5679709704,13499.285179809729,40.65417380418552,52.67532339016397,6.670502805650508,716487.4902303657,5619.53243319515,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4680,1.0,123.86721009425631,94.02897234307135,2.1144861715356753,88.83239786616686,75.20884230630598,14.951712761547748,99.67043959756339,0.0,1148.1951091516933,16.708450266729145,40114.863600320794,9.237422609800495,1808669.8169548274,11201.997515021538,37.98851624975221,48.95494226485483,13.05774866635428,947138.6990923099,5863.009490367113,Under 500,Rural,"$340,343 to < $382,231",$1.1398 to under $1.2401,Improvement Required
4681,1.0,182.95995331578058,96.69599533157805,0.26744057594213944,89.95322155339848,100.0,13.959953315780568,67.98090410070634,7.5993612127691055,-1.0,13.048461387197055,40691.80486251428,9.630876483462336,2631172.5146586075,13725.199003899885,18.550611169986894,73.24538416159116,8.204004668421943,1165594.427456568,6083.397517870617,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4682,1.307544203695078,158.998074648036,95.43810608886818,0.5843339870206481,83.51643615376494,85.24584282775966,7.53772101847539,74.44272693358175,32.83422005390469,-1.0,18.53887622965378,41631.82337972985,10.114895872193756,2790896.7464173217,19478.05685942804,25.710047161248262,62.4313320259587,11.827866392423529,1187262.3331245868,8178.137406610153,Under 500,Rural,"$469,944 to < $525,059",$1.1251 to under $1.2365,Improvement Required
4683,3.0,1031.2856245656296,94.38721071345834,2.548842853833369,88.45424286927765,83.79691427688898,53.56008927881952,50.065712491312595,11.800446394097593,1312.8611424600042,17.83605356729171,42242.130710369485,7.824807142305562,11523200.605670568,11414.356699772534,39.62040175468783,46.32281788665246,14.125578573083315,5806571.745472122,5774.267573623865,"1,000 to 1,599",Non-metropolitan Stable,"$233,451 to < $256,362",$1.2365 to under $1.3593,Improvement Required
4684,1.0,114.01711152429502,95.04582641174052,1.1017111524295025,94.17666962287264,86.88439104250592,13.098497433199052,82.69632664211137,0.0,1131.3126038238922,8.285851141905805,41580.02634181123,11.862103593521327,1691576.8542978545,11897.48750361917,42.501293981172395,47.63126038238922,9.867445636438388,942334.558659838,6687.710378109016,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251,Improvement Required
4685,3.60161842751608,875.5764085992528,93.99514471745175,0.7983815724839198,96.04064737100643,96.57077496315834,49.0161842751608,41.93507621625237,7.250544619207342,1303.0737626537457,17.414659189196936,45499.36850466661,10.219514471745176,10615758.874042168,12235.540923591081,44.812667395472,45.72069705171208,9.466635552815928,4609779.512850993,5339.499529487656,500 to 999,Rural,"$2,233,241 and over",Under $1.1251,Improvement Required
4686,3.5464932888844216,603.4582381789348,94.33605201333468,3.888416106677388,71.8466510044784,77.18971644004422,18.26753355557789,27.20665938242816,-0.5464932888844217,504.2064761827542,5.984003351179906,39298.57958075228,4.817454697780905,8214396.677526265,10907.489362400242,72.10717113782513,0.655791946661306,27.29168624440201,3430799.4124986273,4559.061057372824,500 to 999,Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4687,4.29010270255009,2009.9863063266546,95.84197945948998,1.1610924322950815,98.88191099112326,96.41194522530661,73.81229369028536,38.832082162040074,6.70853405326047,1196.7849981907711,17.30614378357013,46696.00271925665,6.583277296885244,19823399.50076925,10202.79887555847,57.17883297619309,26.343009546563437,16.47815747724347,9774026.642252913,5012.624617996296,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4688,3.0,1267.8207882068266,94.8,2.4112947227985733,87.13765181529027,84.81596298907839,63.76807402184323,53.96490952716722,18.79954558136484,1377.0888211392446,19.223192597815675,44530.05279636383,8.245030157610927,12334261.291500568,9984.332892340622,54.954969842389076,31.6,13.445030157610926,5905858.998754125,4780.521110327649,"1,000 to 1,599",Non-metropolitan Stable,"$200,649 to < $226,769",Under $1.1398,Improvement Required
4689,3.6145839367487094,2157.687271908988,94.33229052017745,1.3531255430738385,88.58228762378364,90.11770079064112,89.87503620492257,60.589585384945615,1.7822934165712574,1167.0625108614768,16.368750362049227,46544.35065599601,8.078129887664547,22315137.561369777,10853.240909036915,72.21665411562685,11.93959407412703,15.843751810246129,10168635.850464007,4919.395709029766,"1,600 to 2,999",Non-metropolitan Stable,"$307,766 to < $322,342",Non-taxing entities,Improvement Required
4690,5.667668258883392,1756.7427876751378,95.26736778121837,3.198497611674913,89.82283630254133,87.92283630254133,91.72776379188689,37.9069109862954,10.415624838580907,1248.4284845939221,18.53683890609187,45078.13828859806,10.635036040101765,21059605.74393132,11924.103378091195,25.71941120152086,53.718329137566066,20.562259660913078,9064520.790176757,5107.115379979759,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4691,2.0,322.8111650035601,96.36824270135284,2.0686699002136058,91.24466001424037,92.34548549537188,22.18883499643991,55.75961197436734,4.596553492523807,623.6935079839498,16.48154369921678,42103.852149894235,11.048932002848074,4182072.6561449147,13079.085150606254,46.97433915176374,43.71965114759544,9.306009700640816,1837092.3649210306,5742.305335352449,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4692,1.8630989578305424,132.84505210847288,96.13988801987803,0.0,91.86428125060336,100.0,11.273802084338916,68.01798435780455,0.0,182.8580996335818,15.485190094563357,38683.772940412084,11.632171871078228,2090534.712189983,17223.637939350192,44.25345314098875,49.526322898767305,6.306533856026993,945918.5125821376,7828.311196081479,Under 500,Rural,"$307,766 to < $322,342",Under $1.1461,Improvement Required
4693,1.638487661834148,149.13678964261453,96.72536110434928,0.0,94.70055240677658,100.0,11.361512338165852,79.56873442515119,6.579524554618509,-1.0,18.78687344251512,40176.99112393621,12.55539506473366,2074103.1632764859,15446.902154693396,44.635811629972665,49.48343220094441,5.944604935266341,913823.6774135559,6888.819381761743,Under 500,Rural,"$340,343 to < $382,231",Under $1.1398,Improvement Required
4694,3.281006180459385,1205.5680667506329,95.13720741655126,4.087597527816246,83.15871668724034,87.07597527816246,58.40503090229692,57.23816242263979,20.850820766677835,1427.2601582231032,19.08508207666778,44009.41189617497,8.381006180459385,11892910.028799484,9935.117159449166,58.61257725574231,28.396529542763012,12.990893201494677,5569233.965523557,4645.841270705792,"1,000 to 1,599",Non-metropolitan Stable,"$277,857 to < $305,220",$1.2365 to under $1.3593,Improvement Required
4695,2.4888597187964505,507.60026253083197,96.45334208436105,0.34220180315751536,95.28230681549029,97.13761442526013,31.51114028120355,71.43984248150083,17.161466716828066,1357.5530760976983,19.56212304390793,43082.934678316786,15.713499602860232,6060498.420432841,11638.68548137629,52.33984248150084,39.02241182782308,8.637745690676095,2804225.028535616,5385.833569388181,500 to 999,Rural,"$239,665 to < $259,094",$1.3690 and over,Improvement Required
4696,2.3584428399683643,287.26491456050616,95.88493429601898,0.7377907340363812,93.27727496994464,96.79221419984182,18.32077858001582,32.3871336942262,4.009732250197724,394.8407677395193,18.9414306859478,37977.5802658745,11.375707942156598,4083578.7418121616,14172.691868828368,36.6699950661218,53.41299277985764,9.949090012022145,1637867.1564317988,5719.891079407856,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4697,5.903429657871328,2961.529787077379,93.5027977184702,2.174458555232726,81.40153383966798,83.1180501896235,166.84115589445594,51.53213079964418,8.933302660776794,111.11816721138848,17.42833916323749,45445.50530783517,13.577888213104053,38292163.91785027,12487.0,54.5923308016601,24.708571098606768,20.68944106552027,16530042.919784209,5390.629057028165,"3,000 to 4,999",Other Central City Suburban,"$441,532 to < $469,944",$1.3593 and over,Improvement Required
4698,1.0,124.49448903017714,94.46067492164413,2.674105328199677,94.76976457866829,88.29545517148793,14.0,37.01556676815781,5.016736988449274,523.5965452674072,-1.0,40322.07701585018,13.803442634547505,1713160.5847304575,13417.352564341321,38.50902163069726,52.79208056326731,8.698897806035427,839547.2463214219,6598.138928181095,Under 500,Rural,"$589,761 to < $801,423",Under $1.1461,Improvement Required
4699,3.741479553844705,1045.2959107689412,95.74147955384471,2.998586616918587,87.60764832770636,86.44912788155106,60.44887732306823,58.91595836304563,0.0,1208.3466319692047,17.56874498154165,43141.11708541319,8.55710706307388,11748319.690830044,10919.237063310495,58.88786096456657,28.23998587542966,12.872153160003766,5314894.599785895,4964.033375556104,"1,000 to 1,599",Non-metropolitan Stable,"$233,451 to < $256,362",$1.2365 to under $1.3593,Improvement Required
4700,2.939387369090704,277.96980209454875,95.53636757854558,0.06970452554569018,94.29392789590874,99.69693684545352,18.03030631545465,28.233380311001465,0.3788289431830988,36.39799327103551,19.899989158999663,35507.69460031087,8.500032523001014,4164349.783474157,14019.032040875509,34.43335862900079,56.027243160908164,9.542428841636507,1545702.9211369206,5208.369421515635,Under 500,Rural,"$345,053 to < $380,521",$1.1251 to under $1.2365,Improvement Required
4701,3.0,818.5310413428613,95.72155364282426,1.3313594374712308,95.70194205353033,99.30378858006534,44.274753304105715,50.386119044301736,16.415345374252002,1334.8010182972012,19.380388410706065,44766.41355299985,10.066602982003122,10683853.245212773,13138.689586571387,19.37873293816169,72.85641507937488,7.764851982463428,5089184.539887843,6254.389365976019,500 to 999,Non-metropolitan Stable,"$216,001 to < $241,215",$1.3801 and over,Improvement Required
4702,4.193609656439348,1090.4351468895836,94.49360965643935,2.4177633797537714,91.65488772515148,89.08082896931805,67.80639034356065,58.87151149513339,12.184214076060345,1289.0395491162824,20.17923138342788,44993.19684051469,12.120958551534098,11934478.12502602,10844.306558956427,54.84088932206396,34.03993964725408,11.078851513503924,5776720.026358598,5246.363646055498,"1,000 to 1,599",Non-metropolitan Stable,"$277,857 to < $305,220",Under $1.1398,Improvement Required
4703,3.582803168229426,1774.6205854076313,95.6920377822394,1.2821669701047371,94.75477148593517,98.09076538599003,70.64333940209474,47.88249481036907,7.110198652398996,1230.7453259260847,17.07356855421945,46420.181380271526,6.247137108438899,17895226.853233006,10323.405641813515,64.64297259702246,23.537921976832898,11.877385742967583,8548044.117330384,4875.041450290125,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities,Improvement Required
4704,1.0,126.49108910395988,95.52754343369139,1.8682607885298157,89.16347842294037,5.652830179244307,8.329348028675462,72.59575939066913,0.0,87.46288050222876,18.14967308243061,34757.880216702506,2.658087053764221,1835067.2028224966,12919.04580623605,41.3407621863905,50.74725948385985,7.911978329749656,670718.5359837074,4713.496954982066,Under 500,Rural,"$285,930 to < $307,766",$1.1398 to under $1.2401,Improvement Required
4705,2.0,878.4116037779092,95.48348297745204,1.0205505674182649,90.05666104971777,92.54219042108218,33.260562416009144,67.94085047034878,6.355954606538804,1026.281163281834,17.445134679706847,42621.41935284321,12.681819426606376,9262934.613464842,10811.075931461055,28.709981305074052,56.170940256820025,15.198527870687666,5004000.627215207,5661.9961715693335,500 to 999,Rural,"$426,008 to < $476,841",$1.2401 to under $1.3690,Improvement Required
4706,1.0,180.51047902342495,95.74038173144186,0.0,92.22342814648626,100.0,12.436190122071881,44.983813596173356,0.0,1342.0,-1.0,38099.48782306194,8.621145194325578,2082491.0008066702,12102.870880593911,70.17771332959408,21.95733531639746,7.864951354008458,926723.1002307832,5391.219495579069,Under 500,Rural,"$307,766 to < $322,342",Under $1.1461,Improvement Required
